2,"李偉泰","中國文學系",0,0,0,"http://www.cl.ntu.edu.tw/files/users/pic/cache.8_c11f8e12.jpg.w86_h120.jpg"
3,"周鳳五","中國文學系",0,0,0,"http://www.cl.ntu.edu.tw/files/users/pic/cache.9_345f6656.jpg.w95_h84.jpg"
